id,tekst,sætning_id,speaker,tts_system,label,varighed_sek
google_chirp3_Achernar_15_10.wav,"Kasper lytter til deres ideer og forslag til, hvordan kommunen kan støtte deres arbejde. Han noterer deres behov og lover at følge op, så de kan få de ressourcer, de mangler.",15,google_chirp3_Achernar,google_chirp3,fake,9.86
google_chirp3_Achernar_16_11.wav,"Tilbage på kontoret arbejder Kasper på at udvikle en kampagne, der skal opfordre flere borgere til at deltage i frivillige aktiviteter. Kampagnen vil også fremhæve de eksisterende muligheder.",16,google_chirp3_Achernar,google_chirp3,fake,9.65
google_chirp3_Achernar_17_12.wav,"Kampagnen skal synliggøre de mange frivillige grupper og initiativer i Vildby. Kasper tror på, at flere vil være med, hvis de kender til de forskellige muligheder.",17,google_chirp3_Achernar,google_chirp3,fake,8.5
google_chirp3_Achernar_0_13.wav,Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.,0,google_chirp3_Achernar,google_chirp3,fake,9.46
google_chirp3_Achernar_1_14.wav,"I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.",1,google_chirp3_Achernar,google_chirp3,fake,9.22
google_chirp3_Achernar_2_15.wav,"Kommunen har gjort meget for at forbedre cykelstierne. Søren mærker forskellen, når han cykler på de nye stier, som er adskilt fra bilerne.",2,google_chirp3_Achernar,google_chirp3,fake,7.61
google_chirp3_Achernar_18_16.wav,"Sara arbejder som bibliotekar på det lokale bibliotek i Vildby. Hun ser biblioteket som et centralt mødested, hvor byens borgere kan samles om læring og fællesskab.",18,google_chirp3_Achernar,google_chirp3,fake,9.29
google_chirp3_Achernar_19_17.wav,"Dagen starter med, at Sara forbereder en læsegruppe for ældre. Gruppen mødes ugentligt for at diskutere bøger og dele deres læseoplevelser. Det skaber både glæde og fællesskab.",19,google_chirp3_Achernar,google_chirp3,fake,10.25
google_chirp3_Achernar_20_18.wav,"Mens læsegruppen samles, forbereder Sara næste aktivitet i børneafdelingen. Biblioteket arrangerer en højtlæsningstime, hvor børn og forældre kan lytte til historier sammen.",20,google_chirp3_Achernar,google_chirp3,fake,10.42
google_chirp3_Achernar_21_19.wav,"I børneafdelingen dukker flere familier op, og Sara læser en populær børnebog højt. Børnene sidder stille og lytter, mens deres forældre hygger sig og snakker sammen.",21,google_chirp3_Achernar,google_chirp3,fake,9.5
google_chirp3_Achernar_22_20.wav,"Efter højtlæsningen hjælper Sara en gruppe studerende, som har brug for materiale til et projekt. Hun viser dem, hvordan de kan finde relevante bøger og artikler.",22,google_chirp3_Achernar,google_chirp3,fake,8.3
google_chirp3_Achernar_28_21.wav,"Thomas arbejder i Vildby Kommunes afdeling for affald og genbrug. Hans dag starter tidligt, da han møder ind for at koordinere dagens affaldsindsamling i byen.",28,google_chirp3_Achernar,google_chirp3,fake,9.1
google_chirp3_Achernar_29_22.wav,"Kommunen har implementeret et omfattende affaldssorteringssystem. Thomas overvåger indsatsen og sørger for, at skraldebilerne følger ruterne og afhenter affaldet regelmæssigt.",29,google_chirp3_Achernar,google_chirp3,fake,9.82
google_chirp3_Achernar_30_23.wav,"Hver husstand har fået tildelt containere til forskellige typer affald: restaffald, papir, glas og organisk affald. Thomas sikrer, at borgerne har den nødvendige information.",30,google_chirp3_Achernar,google_chirp3,fake,10.9
google_chirp3_Achernar_11_24.wav,Maria arbejder i Vildby Kommunes afdeling for Teknik og Miljø. Hver dag bidrager hun til at gøre byen mere bæredygtig. Hun fokuserer på at gøre Vildby grønnere og mere miljøvenlig.,11,google_chirp3_Achernar,google_chirp3,fake,10.37
google_chirp3_Achernar_31_25.wav,"Det er mandag morgen, og Borgerservice åbner kl. 8:30. Borgere venter udenfor, mens medarbejderne gør klar ved skrankerne",31,google_chirp3_Achernar,google_chirp3,fake,7.13
google_chirp3_Achernar_23_26.wav,"Det er aften, og byrådssalen er fyldt med politikere, embedsmænd og borgere. Byrådet i Vildby holder møde for at diskutere vigtige sager, der vedrører byens udvikling.",23,google_chirp3_Achernar,google_chirp3,fake,11.14
google_chirp3_Achernar_24_27.wav,"På dagsordenen er blandt andet en ny skole, forbedring af cykelstier og en plan for bæredygtige boligbyggerier. Politikerne skal tage stilling til forslagene og træffe beslutninger.",24,google_chirp3_Achernar,google_chirp3,fake,10.1
google_chirp3_Achernar_25_28.wav,Borgmesteren indleder mødet og præsenterer de vigtigste punkter på dagsordenen. Hver politiker får mulighed for at fremlægge deres synspunkter og argumenter for eller imod forslagene.,25,google_chirp3_Achernar,google_chirp3,fake,9.41
google_chirp3_Achernar_26_29.wav,"I løbet af mødet kan borgerne også komme til orde. Der er afsat tid til borgerinddragelse, hvor folk kan stille spørgsmål og fremsætte deres meninger om de forskellige emner.",26,google_chirp3_Achernar,google_chirp3,fake,8.9
google_chirp3_Achernar_27_30.wav,En lokal borger tager ordet og udtrykker bekymring over trafiksikkerheden omkring den nye skole. Han opfordrer byrådet til at tage højde for dette i deres beslutning.,27,google_chirp3_Achernar,google_chirp3,fake,8.42
google_chirp3_Achird_32_31.wav,"Politikerne lytter opmærksomt til borgernes input og diskuterer, hvordan de kan indarbejde de foreslåede ændringer. Byrådet ønsker at sikre, at borgernes stemme bliver hørt.",32,google_chirp3_Achird,google_chirp3,fake,9.74
google_chirp3_Achird_33_32.wav,"Under mødet diskuterer de forskellige politiske partier fordele og ulemper ved planerne for nye cykelstier. Diskussionen er livlig, men foregår i en konstruktiv tone.",33,google_chirp3_Achird,google_chirp3,fake,11.14
google_chirp3_Achird_34_33.wav,"Beslutningerne træffes ved afstemning blandt byrådsmedlemmerne. De stemmer om hvert punkt, og resultaterne bliver offentliggjort straks, så borgerne kan følge med.",34,google_chirp3_Achird,google_chirp3,fake,8.45
google_chirp3_Achird_35_34.wav,"En del af mødet handler også om budgetter og økonomi. Byrådet gennemgår økonomiske prioriteringer og sikrer, at ressourcerne bruges bedst muligt.",35,google_chirp3_Achird,google_chirp3,fake,8.09
google_chirp3_Achird_36_35.wav,"Efter flere timers debat afsluttes mødet, og byrådet har truffet beslutninger, der vil påvirke byens fremtid. Borgerne kan føle sig trygge ved, at deres synspunkter er blevet hørt.",36,google_chirp3_Achird,google_chirp3,fake,12.1
google_chirp3_Achird_37_36.wav,"Da mødet slutter, går borgerne hjem med en følelse af, at deres deltagelse har gjort en forskel. Byrådsmøderne er en vigtig del af det lokale demokrati i Vildby.",37,google_chirp3_Achird,google_chirp3,fake,9.14
google_chirp3_Achird_28_37.wav,"Thomas arbejder i Vildby Kommunes afdeling for affald og genbrug. Hans dag starter tidligt, da han møder ind for at koordinere dagens affaldsindsamling i byen.",28,google_chirp3_Achird,google_chirp3,fake,8.86
google_chirp3_Achird_12_38.wav,"Kasper arbejder i Vildby Kommune og er ansvarlig for at fremme medborgerskab, frivillighed og samskabelse. Han tror på, at borgerne spiller en vigtig rolle i byens udvikling.",12,google_chirp3_Achird,google_chirp3,fake,10.46
google_chirp3_Achird_12_39.wav,"Kasper arbejder i Vildby Kommune og er ansvarlig for at fremme medborgerskab, frivillighed og samskabelse. Han tror på, at borgerne spiller en vigtig rolle i byens udvikling.",12,google_chirp3_Achird,google_chirp3,fake,10.46
google_chirp3_Achird_0_40.wav,Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.,0,google_chirp3_Achird,google_chirp3,fake,10.37
google_chirp3_Achird_1_41.wav,"I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.",1,google_chirp3_Achird,google_chirp3,fake,9.26
google_chirp3_Achird_13_42.wav,"Dagen starter med et møde om et nyt projekt, hvor borgerne skal inddrages i at skabe nye kulturelle tilbud. Kasper og hans kolleger diskuterer, hvordan de bedst kan engagere borgerne.",13,google_chirp3_Achird,google_chirp3,fake,10.06
google_chirp3_Achird_52_43.wav,"Martin arbejder i Vildby Kommunes afdeling for sundhed og omsorg. Hans dag begynder med et morgenmøde, hvor dagens besøg og opgaver bliver koordineret med kollegerne.",52,google_chirp3_Achird,google_chirp3,fake,9.34
google_chirp3_Achird_53_44.wav,"Kommunen har en klar strategi for at sikre sundhed og trivsel for alle borgere. Martin arbejder som hjemmehjælper og besøger ældre borgere, der har brug for støtte i hverdagen.",53,google_chirp3_Achird,google_chirp3,fake,9.86
google_chirp3_Achird_24_45.wav,"På dagsordenen er blandt andet en ny skole, forbedring af cykelstier og en plan for bæredygtige boligbyggerier. Politikerne skal tage stilling til forslagene og træffe beslutninger.",24,google_chirp3_Achird,google_chirp3,fake,10.49
google_chirp3_Achird_41_46.wav,"Mette arbejder i Vildby Kommunes naturafdeling. Hun har ansvar for at vedligeholde byens parker og skove, så de er flotte og indbydende for alle borgere.",41,google_chirp3_Achird,google_chirp3,fake,9.22
google_chirp3_Achird_0_47.wav,Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.,0,google_chirp3_Achird,google_chirp3,fake,10.37
google_chirp3_Achird_1_48.wav,"I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.",1,google_chirp3_Achird,google_chirp3,fake,8.81
google_chirp3_Achird_18_49.wav,"Sara arbejder som bibliotekar på det lokale bibliotek i Vildby. Hun ser biblioteket som et centralt mødested, hvor byens borgere kan samles om læring og fællesskab.",18,google_chirp3_Achird,google_chirp3,fake,10.34
google_chirp3_Achird_0_50.wav,Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.,0,google_chirp3_Achird,google_chirp3,fake,10.37
google_chirp3_Achird_1_51.wav,"I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.",1,google_chirp3_Achird,google_chirp3,fake,10.18
google_chirp3_Achird_2_52.wav,"Kommunen har gjort meget for at forbedre cykelstierne. Søren mærker forskellen, når han cykler på de nye stier, som er adskilt fra bilerne.",2,google_chirp3_Achird,google_chirp3,fake,8.57
google_chirp3_Achird_3_53.wav,"Undervejs passerer Søren flere lyskryds med særlige cykellys. Disse lys giver cyklister grønt lys, før bilerne starter. Det gør det mere sikkert at cykle.",3,google_chirp3_Achird,google_chirp3,fake,9.46
google_chirp3_Achird_23_54.wav,"Det er aften, og byrådssalen er fyldt med politikere, embedsmænd og borgere. Byrådet i Vildby holder møde for at diskutere vigtige sager, der vedrører byens udvikling.",23,google_chirp3_Achird,google_chirp3,fake,10.46
google_chirp3_Achird_24_55.wav,"På dagsordenen er blandt andet en ny skole, forbedring af cykelstier og en plan for bæredygtige boligbyggerier. Politikerne skal tage stilling til forslagene og træffe beslutninger.",24,google_chirp3_Achird,google_chirp3,fake,10.54
google_chirp3_Achird_25_56.wav,Borgmesteren indleder mødet og præsenterer de vigtigste punkter på dagsordenen. Hver politiker får mulighed for at fremlægge deres synspunkter og argumenter for eller imod forslagene.,25,google_chirp3_Achird,google_chirp3,fake,10.61
google_chirp3_Achird_12_57.wav,"Kasper arbejder i Vildby Kommune og er ansvarlig for at fremme medborgerskab, frivillighed og samskabelse. Han tror på, at borgerne spiller en vigtig rolle i byens udvikling.",12,google_chirp3_Achird,google_chirp3,fake,10.22
google_chirp3_Achird_13_58.wav,"Dagen starter med et møde om et nyt projekt, hvor borgerne skal inddrages i at skabe nye kulturelle tilbud. Kasper og hans kolleger diskuterer, hvordan de bedst kan engagere borgerne.",13,google_chirp3_Achird,google_chirp3,fake,10.58
google_chirp3_Achird_11_59.wav,Maria arbejder i Vildby Kommunes afdeling for Teknik og Miljø. Hver dag bidrager hun til at gøre byen mere bæredygtig. Hun fokuserer på at gøre Vildby grønnere og mere miljøvenlig.,11,google_chirp3_Achird,google_chirp3,fake,12.1
google_chirp3_Achird_54_60.wav,"Dagen starter på kontoret, hvor Maria gennemgår dagens opgaver med sine kolleger. Teamet arbejder på projekter, der skal skabe flere grønne områder og forbedre byens miljø.",54,google_chirp3_Achird,google_chirp3,fake,9.94
google_chirp3_Algenib_55_61.wav,"Marias første opgave er et møde om en ny bypark. Hun har været med til at planlægge projektet, som vil skabe mere grønt areal midt i Vildby og give borgerne adgang til natur.",55,google_chirp3_Algenib,google_chirp3,fake,10.1
google_chirp3_Algenib_56_62.wav,"Den nye park skal have steder til afslapning, legepladser og stier for cyklister og løbere. Målet er at bringe naturen tættere på indbyggerne og skabe et sted for alle.",56,google_chirp3_Algenib,google_chirp3,fake,9.65
google_chirp3_Algenib_57_63.wav,"Efter mødet tager Maria ud for at inspicere et grønt område, der trænger til vedligeholdelse. Hun møder medarbejdere fra park- og vejafdelingen, som arbejder der.",57,google_chirp3_Algenib,google_chirp3,fake,8.38
google_chirp3_Algenib_58_64.wav,"Medarbejderne planter nye træer og blomster. Maria og teamet diskuterer, hvordan området kan forbedres og gøres mere tiltrækkende for dem, der besøger stedet.",58,google_chirp3_Algenib,google_chirp3,fake,9.26
google_chirp3_Algenib_59_65.wav,"Tilbage på kontoret arbejder Maria på en kampagne om affaldssortering. Hun gennemgår materiale, der skal sendes ud til borgerne for at øge bevidstheden om genbrug.",59,google_chirp3_Algenib,google_chirp3,fake,10.13
google_chirp3_Algenib_60_66.wav,Kampagnen skal øge borgernes viden om affaldssortering. Dette vil hjælpe Vildby med at forbedre genanvendelsen og reducere den samlede mængde affald i byen.,60,google_chirp3_Algenib,google_chirp3,fake,9.46
google_chirp3_Algenib_61_67.wav,"Senere på dagen møder Maria lokale frivillige, som arbejder med miljøprojekter. De diskuterer, hvordan de kan samarbejde om at fremme bæredygtighed i byen.",61,google_chirp3_Algenib,google_chirp3,fake,9.58
google_chirp3_Algenib_62_68.wav,Maria afslutter dagen med en gåtur i et af byens nye grønne områder. Hun ser børn lege og folk slappe af. Det får hende til at tænke på fremtidige projekter.,62,google_chirp3_Algenib,google_chirp3,fake,9.7
google_chirp3_Algenib_38_69.wav,"Sofie arbejder med digitalisering i Vildby Kommune. Hendes job er at lave digitale løsninger, der gør det nemt for borgerne at bruge kommunens services.",38,google_chirp3_Algenib,google_chirp3,fake,9.98
google_chirp3_Algenib_39_70.wav,"Sofie starter sin dag på kontoret. Hun ser på nye projekter med sine kolleger. De vil gøre kommunens hjemmeside bedre, så borgerne nemt kan finde information.",39,google_chirp3_Algenib,google_chirp3,fake,9.05
google_chirp3_Algenib_31_71.wav,"Det er mandag morgen, og Borgerservice åbner kl. 8:30. Borgere venter udenfor, mens medarbejderne gør klar ved skrankerne",31,google_chirp3_Algenib,google_chirp3,fake,7.46
google_chirp3_Algenib_63_72.wav,"Anna er en erfaren medarbejder. Hun møder dagens første borger, en kvinde, som har mistet sit pas. Kvinden skal bruge et nyt hurtigt, da hun snart skal rejse.",63,google_chirp3_Algenib,google_chirp3,fake,9.46
google_chirp3_Algenib_64_73.wav,"Anna forklarer, hvordan man får et midlertidigt pas. Hun fortæller, hvilke dokumenter der skal medbringes, og at kvinden skal have taget et pasfoto. Kvinden følger Annas vejledning.",64,google_chirp3_Algenib,google_chirp3,fake,9.26
google_chirp3_Algenib_65_74.wav,"Hun får taget et foto og udfylder formularerne. Anna registrerer oplysningerne i systemet. Ved siden af Anna sidder Lars, som tager sig af kørekort.",65,google_chirp3_Algenib,google_chirp3,fake,9.82
google_chirp3_Algenib_66_75.wav,"En ældre mand kommer med sit kørekort, der snart udløber. Lars forklarer, at der kræves en lægeattest for at forny kørekortet, og giver manden en liste med de trin, han skal følge.",66,google_chirp3_Algenib,google_chirp3,fake,10.37
google_chirp3_Algenib_67_76.wav,"Kort efter kommer en mor med sit barn til Annas skranke. De skal have lavet et pas til barnet, da de skal på ferie. Anna fortæller moren, hvordan det foregår.",67,google_chirp3_Algenib,google_chirp3,fake,9.38
google_chirp3_Algenib_68_77.wav,"Hun hjælper med at få taget et foto af barnet. De nødvendige papirer bliver samlet og registreret. Lars hjælper også en international studerende, som har brug for et dansk ID-kort.",68,google_chirp3_Algenib,google_chirp3,fake,12.1
google_chirp3_Algenib_69_78.wav,"Han forklarer, hvad der skal til, og hvilke papirer der skal afleveres. Den studerende afleverer sine papirer, og Lars fortæller, hvornår ID-kortet vil være klar",69,google_chirp3_Algenib,google_chirp3,fake,9.86
google_chirp3_Algenib_70_79.wav,"Ved frokosttid tager Anna og Lars en kort pause. De taler om dagens opgaver og justerer, hvordan arbejdet skal fordeles. Efter pausen vender de tilbage til skrankerne.",70,google_chirp3_Algenib,google_chirp3,fake,9.94
google_chirp3_Algenib_71_80.wav,"Flere borgere venter på hjælp. Klokken 16:00 lukker Borgerservice. Anna og Lars rydder op og sørger for, at alle dagens sager er registreret.",71,google_chirp3_Algenib,google_chirp3,fake,8.62
google_chirp3_Algenib_72_81.wav,Det har været en travl dag med mange forskellige henvendelser. Anna og Lars gør sig klar til en ny dag i morgen.,72,google_chirp3_Algenib,google_chirp3,fake,5.81
google_chirp3_Algenib_18_82.wav,"Sara arbejder som bibliotekar på det lokale bibliotek i Vildby. Hun ser biblioteket som et centralt mødested, hvor byens borgere kan samles om læring og fællesskab.",18,google_chirp3_Algenib,google_chirp3,fake,9.5
google_chirp3_Algenib_19_83.wav,"Dagen starter med, at Sara forbereder en læsegruppe for ældre. Gruppen mødes ugentligt for at diskutere bøger og dele deres læseoplevelser. Det skaber både glæde og fællesskab.",19,google_chirp3_Algenib,google_chirp3,fake,11.06
google_chirp3_Algenib_20_84.wav,"Mens læsegruppen samles, forbereder Sara næste aktivitet i børneafdelingen. Biblioteket arrangerer en højtlæsningstime, hvor børn og forældre kan lytte til historier sammen.",20,google_chirp3_Algenib,google_chirp3,fake,10.73
google_chirp3_Algenib_21_85.wav,"I børneafdelingen dukker flere familier op, og Sara læser en populær børnebog højt. Børnene sidder stille og lytter, mens deres forældre hygger sig og snakker sammen.",21,google_chirp3_Algenib,google_chirp3,fake,8.98
google_chirp3_Algenib_22_86.wav,"Efter højtlæsningen hjælper Sara en gruppe studerende, som har brug for materiale til et projekt. Hun viser dem, hvordan de kan finde relevante bøger og artikler.",22,google_chirp3_Algenib,google_chirp3,fake,9.86
google_chirp3_Algenib_78_87.wav,Senere på dagen arrangerer biblioteket en workshop for nye borgere i Vildby. Sara har inviteret en lokal forfatter til at tale om danske traditioner og kultur.,78,google_chirp3_Algenib,google_chirp3,fake,9.5
google_chirp3_Algenib_41_88.wav,"Mette arbejder i Vildby Kommunes naturafdeling. Hun har ansvar for at vedligeholde byens parker og skove, så de er flotte og indbydende for alle borgere.",41,google_chirp3_Algenib,google_chirp3,fake,9.41
google_chirp3_Algenib_42_89.wav,"Hver dag starter Mette sin runde i en af byens parker. Hun tjekker, om stierne er rene, og om der er brug for at beskære buske og træer. Hun sørger for, at alt ser pænt ud.",42,google_chirp3_Algenib,google_chirp3,fake,10.9
google_chirp3_Algenib_43_90.wav,"Mette samarbejder med gartnere og skovarbejdere. De planter nye blomster og træer, når det er nødvendigt. De fjerner også ukrudt og holder græsset kort.",43,google_chirp3_Algenib,google_chirp3,fake,8.57
google_chirp3_Algieba_44_91.wav,"Kommunen har mange grønne områder, som er populære blandt byens borgere. Folk kommer for at gå ture, løbe eller bare nyde naturen. Mette glæder sig over at se dem bruge parkerne.",44,google_chirp3_Algieba,google_chirp3,fake,12.22
google_chirp3_Algieba_45_92.wav,"Skovene omkring byen er også en vigtig del af Mettes arbejde. Her er der stier, som skal holdes fri for grene og blade, så de er sikre at gå og cykle på.",45,google_chirp3_Algieba,google_chirp3,fake,8.62
google_chirp3_Algieba_46_93.wav,"Mette deltager også i projekter for at gøre parkerne endnu bedre. Hun arbejder med at skabe flere legepladser og picnicområder, hvor familier kan samles.",46,google_chirp3_Algieba,google_chirp3,fake,10.66
google_chirp3_Algieba_47_94.wav,"En del af Mettes job er også at beskytte dyrelivet i parkerne og skovene. Hun sikrer, at der er steder, hvor dyr kan finde mad og ly, og at deres levesteder ikke bliver ødelagt.",47,google_chirp3_Algieba,google_chirp3,fake,10.61
google_chirp3_Algieba_48_95.wav,"Mette samarbejder med lokale skoler om naturundervisning. Skolerne kommer på besøg i skoven, hvor de lærer om planter og dyr. Mette fortæller dem om, hvordan vi passer på naturen.",48,google_chirp3_Algieba,google_chirp3,fake,11.09
google_chirp3_Algieba_49_96.wav,"Kommunen har fokus på bæredygtighed. Mette hjælper med at plante træer, der kan optage CO2, og sikrer, at de grønne områder bliver passet på miljøvenlige måder.",49,google_chirp3_Algieba,google_chirp3,fake,8.98
google_chirp3_Algieba_50_97.wav,"Når Mettes arbejdsdag slutter, er hun tilfreds med, hvad hun har opnået. Hun ved, at hendes arbejde gør parkerne og skovene til gode steder for alle at besøge.",50,google_chirp3_Algieba,google_chirp3,fake,9.29
google_chirp3_Algieba_51_98.wav,"Mette ser frem til næste dag, hvor hun igen skal ud og tage sig af de grønne områder. Hun er glad for sit job og for at kunne gøre en forskel i borgernes hverdag.",51,google_chirp3_Algieba,google_chirp3,fake,9.1
google_chirp3_Algieba_38_99.wav,"Sofie arbejder med digitalisering i Vildby Kommune. Hendes job er at lave digitale løsninger, der gør det nemt for borgerne at bruge kommunens services.",38,google_chirp3_Algieba,google_chirp3,fake,9.86
google_chirp3_Algieba_39_100.wav,"Sofie starter sin dag på kontoret. Hun ser på nye projekter med sine kolleger. De vil gøre kommunens hjemmeside bedre, så borgerne nemt kan finde information.",39,google_chirp3_Algieba,google_chirp3,fake,9.82
google_chirp3_Algieba_52_101.wav,"Martin arbejder i Vildby Kommunes afdeling for sundhed og omsorg. Hans dag begynder med et morgenmøde, hvor dagens besøg og opgaver bliver koordineret med kollegerne.",52,google_chirp3_Algieba,google_chirp3,fake,9.65
google_chirp3_Algieba_53_102.wav,"Kommunen har en klar strategi for at sikre sundhed og trivsel for alle borgere. Martin arbejder som hjemmehjælper og besøger ældre borgere, der har brug for støtte i hverdagen.",53,google_chirp3_Algieba,google_chirp3,fake,9.38
google_chirp3_Algieba_18_103.wav,"Sara arbejder som bibliotekar på det lokale bibliotek i Vildby. Hun ser biblioteket som et centralt mødested, hvor byens borgere kan samles om læring og fællesskab.",18,google_chirp3_Algieba,google_chirp3,fake,10.22
google_chirp3_Algieba_19_104.wav,"Dagen starter med, at Sara forbereder en læsegruppe for ældre. Gruppen mødes ugentligt for at diskutere bøger og dele deres læseoplevelser. Det skaber både glæde og fællesskab.",19,google_chirp3_Algieba,google_chirp3,fake,9.82
google_chirp3_Algieba_20_105.wav,"Mens læsegruppen samles, forbereder Sara næste aktivitet i børneafdelingen. Biblioteket arrangerer en højtlæsningstime, hvor børn og forældre kan lytte til historier sammen.",20,google_chirp3_Algieba,google_chirp3,fake,9.94
google_chirp3_Algieba_21_106.wav,"I børneafdelingen dukker flere familier op, og Sara læser en populær børnebog højt. Børnene sidder stille og lytter, mens deres forældre hygger sig og snakker sammen.",21,google_chirp3_Algieba,google_chirp3,fake,9.38
google_chirp3_Algieba_22_107.wav,"Efter højtlæsningen hjælper Sara en gruppe studerende, som har brug for materiale til et projekt. Hun viser dem, hvordan de kan finde relevante bøger og artikler.",22,google_chirp3_Algieba,google_chirp3,fake,9.94
google_chirp3_Algieba_78_108.wav,Senere på dagen arrangerer biblioteket en workshop for nye borgere i Vildby. Sara har inviteret en lokal forfatter til at tale om danske traditioner og kultur.,78,google_chirp3_Algieba,google_chirp3,fake,9.53
google_chirp3_Algieba_87_109.wav,"Workshoppen er velbesøgt, og deltagerne engagerer sig i diskussionerne. Sara ser, hvordan biblioteket fungerer som et sted for kulturel udveksling og integration.",87,google_chirp3_Algieba,google_chirp3,fake,9.94
google_chirp3_Algieba_88_110.wav,"Tilbage ved skranken møder Sara en ældre mand, der søger hjælp til at bruge bibliotekets digitale tjenester. Hun viser ham, hvordan man låner e-bøger og bruger online ressourcer.",88,google_chirp3_Algieba,google_chirp3,fake,10.22
google_chirp3_Algieba_89_111.wav,Senere på dagen er der en debat om byudvikling. Biblioteket har inviteret politikere og borgere til at diskutere fremtidens Vildby. Lokalet er fyldt med engagerede deltagere.,89,google_chirp3_Algieba,google_chirp3,fake,11.02
google_chirp3_Algieba_90_112.wav,"Sara ser, hvordan biblioteket ikke kun er et sted for bøger, men også et rum for dialog og demokrati. Det er her, ideer kan udveksles og fællesskab kan skabes.",90,google_chirp3_Algieba,google_chirp3,fake,10.22
google_chirp3_Algieba_91_113.wav,"Da dagen slutter, ser Sara ud over det livlige bibliotek. Hun er stolt af at være en del af et sted, der betyder så meget for så mange. Et sted, hvor alle er velkomne.",91,google_chirp3_Algieba,google_chirp3,fake,10.82
google_chirp3_Algieba_11_114.wav,Maria arbejder i Vildby Kommunes afdeling for Teknik og Miljø. Hver dag bidrager hun til at gøre byen mere bæredygtig. Hun fokuserer på at gøre Vildby grønnere og mere miljøvenlig.,11,google_chirp3_Algieba,google_chirp3,fake,12.65
